Author,Isbn,Ean,Title,Pub Date,Medium,Ans Code,Available,Consignment On Hand,Reserved Stock,Sets Made Up,Month,Gross Units,Return Units,Prev Edition Isbn,Prev Edition Ean
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200505,64,54,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200506,71,17,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200507,561,61,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200508,706,18,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200509,167,16,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200510,8,50,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200511,249,205,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200512,1118,92,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200601,406,6,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200602,81,43,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200603,11,211,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200604,32,176,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200605,78,122,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200606,253,65,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200607,934,19,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200608,1448,49,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200609,689,15,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200610,16,144,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200611,112,300,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200612,880,170,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200701,447,30,,
"SCHWARTZ, STUART B.",0312393555,9780312393557,VICTORS AND VANQUISHED REPRINT,11/15/2000 12:00AM,PT,AS,1051,31,0,1,200702,49,43,,
