Ean,Title,Author,Pub.Date,Month,Net.Units,Month,Gross.Units,Comp.Units,Return.Units,Prev.Ean
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200003,211,200003,211,1148,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200004,183,200004,203,87,20,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200005,221,200005,221,16,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200006,241,200006,241,22,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200007,652,200007,666,12,14,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200008,344,200008,408,14,64,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200009,12,200009,74,77,62,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200010,-26,200010,21,66,47,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200011,39,200011,112,65,73,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200012,230,200012,350,19,120,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200101,188,200101,289,23,101,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200102,-18,200102,2,59,20,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200103,-36,200103,23,94,59,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200104,-36,200104,5,148,41,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200105,5,200105,9,16,4,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200106,17,200106,55,20,38,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200107,123,200107,135,17,12,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200108,294,200108,310,8,16,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200109,255,200109,266,44,11,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200110,-2,200110,34,74,36,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200111,26,200111,44,49,18,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200112,490,200112,498,43,8,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200201,118,200201,141,14,23,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200202,-7,200202,18,35,25,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200203,-148,200203,10,53,158,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200204,-24,200204,13,36,37,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200205,-49,200205,12,59,61,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200206,-18,200206,18,22,36,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200207,297,200207,306,27,9,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200208,222,200208,247,12,25,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200209,242,200209,248,92,6,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200210,-3,200210,29,107,32,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200211,-27,200211,79,69,106,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200212,289,200212,320,50,31,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200301,201,200301,205,20,4,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200302,-17,200302,23,78,40,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200303,-86,200303,13,94,99,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200304,-60,200304,2,53,62,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200305,83,200305,89,42,6,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200306,1,200306,30,16,29,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200307,475,200307,475,12,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200308,529,200308,541,26,12,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200309,254,200309,255,58,1,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200310,-42,200310,13,68,55,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200311,-84,200311,22,45,106,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200312,336,200312,452,33,116,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200401,85,200401,85,21,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200402,-7,200402,3,53,10,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200403,-50,200403,32,66,82,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200404,-58,200404,4,35,62,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200405,-28,200405,50,46,78,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200406,93,200406,110,21,17,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200407,93,200407,93,19,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200408,176,200408,179,10,3,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200409,7,200409,12,34,5,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200410,69,200410,75,61,6,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200411,91,200411,129,56,38,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200412,300,200412,378,36,78,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200501,39,200501,43,28,4,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200502,11,200502,13,43,2,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200503,39,200503,99,53,60,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200504,-40,200504,29,55,69,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200505,101,200505,105,37,4,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200506,8,200506,9,17,1,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200507,410,200507,435,13,25,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200508,213,200508,225,14,12,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200509,75,200509,75,43,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200510,6,200510,48,61,42,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200511,-72,200511,0,1,72,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200512,248,200512,299,83,51,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200601,168,200601,169,9,1,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200602,-33,200602,5,35,38,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200603,-65,200603,12,62,77,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200604,-183,200604,0,73,183,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200605,-32,200605,1,17,33,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200606,58,200606,58,19,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200607,106,200607,106,24,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200608,605,200608,605,17,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200609,66,200609,66,32,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200610,-12,200610,32,261,44,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200611,52,200611,77,48,25,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200612,449,200612,482,39,33,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200701,168,200701,168,17,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200702,10,200702,19,44,9,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200703,-111,200703,11,48,122,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200704,0,200704,50,32,50,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200705,66,200705,105,16,39,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200706,14,200706,47,13,33,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200707,4,200707,35,13,31,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200708,120,200708,149,11,29,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200709,51,200709,60,50,9,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200710,7,200710,13,46,6,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200711,-29,200711,3,34,32,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200712,139,200712,171,25,32,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200801,75,200801,78,18,3,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200802,16,200802,22,27,6,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200803,-18,200803,4,27,22,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200804,-13,200804,8,23,21,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200805,-40,200805,15,12,55,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200806,50,200806,63,17,13,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200807,197,200807,197,9,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200808,469,200808,477,17,8,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200809,138,200809,162,19,24,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200810,-23,200810,11,19,34,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200811,-31,200811,29,10,60,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200812,313,200812,352,12,39,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200901,15,200901,28,9,13,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200902,6,200902,19,11,13,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200903,-51,200903,58,24,109,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200904,8,200904,16,12,8,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200905,-36,200905,22,11,58,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200906,61,200906,79,8,18,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200907,53,200907,53,2,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200908,209,200908,218,5,9,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200909,17,200909,20,39,3,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200910,-34,200910,12,35,46,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200911,-10,200911,2,19,12,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,200912,174,200912,197,17,23,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201001,40,201001,40,9,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201002,43,201002,43,22,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201003,-47,201003,18,34,65,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201004,-32,201004,6,16,38,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201005,20,201005,27,27,7,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201006,-1,201006,5,16,6,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201007,149,201007,155,8,6,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201008,416,201008,417,24,1,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201009,225,201009,236,14,11,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201010,226,201010,273,33,47,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201011,-9,201011,4,13,13,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201012,293,201012,360,26,67,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201101,381,201101,424,14,43,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201102,22,201102,31,25,9,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201103,-121,201103,20,56,141,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201104,-82,201104,9,23,91,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201105,21,201105,32,25,11,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201106,40,201106,45,15,5,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201107,54,201107,54,3,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201108,16,201108,37,15,21,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201109,77,201109,86,22,9,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201110,-27,201110,0,22,27,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201111,-8,201111,-7,12,1,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201112,139,201112,140,26,1,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201201,145,201201,145,4,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201202,4,201202,13,19,9,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201203,-23,201203,11,33,34,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201204,-13,201204,7,5,20,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201205,7,201205,24,12,17,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201206,2,201206,4,3,2,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201207,28,201207,36,6,8,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201208,111,201208,115,11,4,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201209,17,201209,31,12,14,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201210,0,201210,0,11,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201211,-6,201211,11,8,17,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201212,149,201212,168,4,19,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201301,62,201301,64,3,2,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201302,-19,201302,5,9,24,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201303,-111,201303,0,24,111,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201304,7,201304,18,10,11,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201305,29,201305,31,1,2,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201306,59,201306,60,11,1,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201307,11,201307,15,6,4,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201308,4,201308,21,0,17,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201309,65,201309,68,21,3,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201310,-2,201310,20,0,22,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201311,-7,201311,0,0,7,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201312,42,201312,65,6,23,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201401,164,201401,166,44,2,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201402,13,201402,13,8,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201403,-70,201403,7,5,77,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201404,-8,201404,0,3,8,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201405,-25,201405,13,8,38,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201406,5,201406,31,3,26,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201407,13,201407,16,4,3,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201408,37,201408,42,4,5,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201409,33,201409,33,3,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201410,-16,201410,6,3,22,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201411,-4,201411,10,4,14,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201412,87,201412,98,1,11,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201501,75,201501,75,2,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201502,0,201502,0,6,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201503,-39,201503,2,6,41,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201504,-7,201504,1,8,8,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201505,15,201505,15,2,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201506,29,201506,30,6,1,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201507,68,201507,68,2,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201508,208,201508,208,1,0,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201509,93,201509,106,4,13,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201510,-35,201510,11,6,46,
9780312101442,WOMENS RIGHTS,"SKLAR, KATHRYN KISH",3/24/00,201511,-14,201511,6,2,20,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199702,0,199702,0,3112,0,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199703,394,199703,394,513,0,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199704,96,199704,194,126,98,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199705,99,199705,122,71,23,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199706,173,199706,198,20,25,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199707,1733,199707,1762,21,29,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199708,1058,199708,1059,32,1,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199709,314,199709,317,146,3,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199710,-50,199710,53,164,103,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199711,465,199711,579,27,114,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199712,324,199712,504,50,180,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199801,35,199801,136,50,101,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199802,-79,199802,51,74,130,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199803,-152,199803,12,48,164,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199804,-279,199804,35,12,314,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199805,-41,199805,14,17,55,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199806,-126,199806,19,18,145,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199807,229,199807,241,-1,12,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199808,114,199808,247,22,133,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199809,3,199809,18,104,15,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199810,14,199810,14,153,0,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199811,-28,199811,75,-3,103,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199812,38,199812,111,48,73,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199901,282,199901,299,86,17,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199902,21,199902,24,164,3,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199903,-56,199903,9,91,65,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199904,13,199904,38,82,25,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199905,-42,199905,14,21,56,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199906,45,199906,60,12,15,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199907,177,199907,181,20,4,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199908,306,199908,307,72,1,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199909,52,199909,58,131,6,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199910,12,199910,24,130,12,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199911,151,199911,160,90,9,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,199912,24,199912,168,25,144,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200001,172,200001,185,27,13,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200002,169,200002,188,63,19,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200003,84,200003,92,99,8,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200004,-24,200004,35,56,59,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200005,-36,200005,24,22,60,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200006,-24,200006,53,13,77,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200007,330,200007,372,28,42,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200008,492,200008,498,16,6,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200009,57,200009,64,86,7,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200010,-201,200010,23,66,224,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200011,58,200011,87,64,29,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200012,298,200012,537,15,239,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200101,84,200101,126,25,42,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200102,2,200102,45,68,43,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200103,33,200103,84,111,51,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200104,-108,200104,28,52,136,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200105,8,200105,24,34,16,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200106,-24,200106,6,28,30,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200107,249,200107,270,18,21,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200108,708,200108,718,19,10,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200109,41,200109,67,99,26,
9780312115944,DRED SCOTT V SANDFORD,"FINKELMAN, PAUL",3/15/97,200110,-67,200110,24,78,91,
