"Author","Isbn","Ean","Title","Pub Date","Medium","Ans Code","Available","Consignment On Hand","Reserved Stock","Sets Made Up","Month","Gross Units  +  Comp Units","Return Units"
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201312,101,14
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201401,231,12
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201402,46,4
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201403,11,35
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201404,38,9
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201405,18,17
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201406,66,2
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201407,436,12
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201408,352,7
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201409,60,7
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201410,29,27
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201411,113,43
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201412,74,96
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201501,265,2
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201502,49,12
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201503,48,16
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201504,25,4
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201505,3,16
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201506,65,1
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201507,633,12
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201508,463,7
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201509,78,27
"TIPLER, PAUL A.","1429201320","9781429201322","PHYSICS 6E V1 (CH 1-20)",2007-01-05 12:00 AM,"PT","AS",127,203,0,79,201510,56,106
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201211,39,5
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201212,151,1
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201301,-2,1
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201302,45,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201303,33,5
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201304,375,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201305,227,10
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201306,383,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201307,295,3
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201308,0,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201309,669,1
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201310,72,1
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201311,32,5
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201312,86,61
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201401,12,39
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201402,80,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201403,65,3
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201404,232,31
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201405,60,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201406,688,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201407,102,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201408,0,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201409,63,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201410,40,21
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201411,4,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201412,25,7
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201501,29,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201502,0,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201503,296,6
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201504,149,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201505,110,1
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201506,231,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201507,165,1
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201508,79,0
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201509,1,5
"HANDELSMAN, JO","1429201886","9781429201889","SCIENTIFIC TEACHING",2006-12-15 12:00 AM,"CT","AS",590,32,0,10,201510,167,21
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201211,35,115
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201212,612,78
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201301,381,0
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201302,43,91
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201303,104,196
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201304,80,88
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201305,3,12
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201306,125,25
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201307,805,3
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201308,1247,0
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201309,347,2
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201310,186,225
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201311,73,83
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201312,790,174
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201401,263,40
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201402,13,78
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201403,73,284
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201404,105,239
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201405,14,6
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201406,68,41
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201407,822,26
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201408,172,1
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201409,701,52
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201410,67,148
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201411,16,53
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201412,334,81
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201501,113,43
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201502,36,21
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201503,392,100
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201504,66,19
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201505,24,13
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201506,10,10
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201507,435,12
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201508,490,1
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201509,233,5
"MARSDEN, JERROLD E.","1429215089","9781429215084","VECTOR CALCULUS 6E",2011-12-16 12:00 AM,"CT","OS",24,100,0,0,201510,98,103
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201211,4,8
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201212,46,3
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201301,13,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201302,1,2
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201303,7,9
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201304,0,9
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201305,7,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201306,32,24
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201307,167,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201308,105,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201309,48,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201310,2,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201311,0,22
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201312,26,6
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201401,5,4
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201402,20,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201403,0,44
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201404,11,10
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201405,5,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201406,34,4
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201407,234,27
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201408,67,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201409,56,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201410,1,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201411,5,57
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201412,50,19
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201501,2,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201502,2,12
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201503,3,2
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201504,0,19
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201505,12,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201506,6,20
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201507,136,0
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201508,144,14
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201509,0,6
"OSTEBEE, ARNOLD","1429229721","9781429229722","CP SV CALCULUS V1 GRAPHICAL,NUM&SYM",2008-07-01 12:00 AM,"CU","AS",152,0,0,0,201510,57,11
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201312,0,0
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201401,34,0
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201402,19,0
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201403,1,0
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201404,116,7
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201405,126,0
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201406,244,10
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201407,423,0
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201408,582,0
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201409,387,35
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201410,83,152
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201411,156,70
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201412,440,18
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201501,171,43
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201502,214,20
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201503,72,127
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201504,51,124
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201505,29,2
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201506,105,13
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201507,739,5
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201508,567,1
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201509,135,14
"GUINN, DENISE","1429231246","9781429231244","ESSENTIAL GEN ORG BIOCHEM 2E",2014-01-15 12:00 AM,"CT","AS",121,269,0,86,201510,48,105
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201212,2447,1
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201301,2146,4
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201302,636,154
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201303,424,639
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201304,556,382
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201305,615,137
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201306,1392,148
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201307,4804,54
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201308,7593,57
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201309,1566,311
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201310,159,1276
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201311,1072,1324
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201312,2288,581
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201401,1403,175
"NELSON, DAVID L.","1429234148","9781429234146","PRIN OF BIOCHEM 6E",2012-11-21 12:00 AM,"CT","AS",2421,1403,0,752,201402,1082,585
